GeneID	GeneName
leptidea_sinapisG00000002935	ddr2_2
leptidea_sinapisG00000005006	-
leptidea_sinapisG00000002600	atp6v0a4
leptidea_sinapisG00000010472	-
leptidea_sinapisG00000014262	fln
leptidea_sinapisG00000006431	-
leptidea_sinapisG00000003924	-
leptidea_sinapisG00000014945	-
leptidea_sinapisG00000001659	-
leptidea_sinapisG00000008341	-
leptidea_sinapisG00000007793	per
leptidea_sinapisG00000014279	cg1139_7
leptidea_sinapisG00000000555	spg7
leptidea_sinapisG00000014387	-
leptidea_sinapisG00000002218	pde7a
leptidea_sinapisG00000014225	-
leptidea_sinapisG00000007616	scai
leptidea_sinapisG00000005742	ets65a_2
leptidea_sinapisG00000007384	-
leptidea_sinapisG00000005384	-
leptidea_sinapisG00000007878	cnot1
leptidea_sinapisG00000012595	-
leptidea_sinapisG00000003955	bab1_2
leptidea_sinapisG00000003215	bab1
leptidea_sinapisG00000004920	ago
leptidea_sinapisG00000006254	cg1139_2
leptidea_sinapisG00000008418	cg1139_4
leptidea_sinapisG00000010288	hlf
leptidea_sinapisG00000006258	asrij
leptidea_sinapisG00000014797	ctcf
leptidea_sinapisG00000009496	-
leptidea_sinapisG00000005020	-
leptidea_sinapisG00000001103	napg
leptidea_sinapisG00000006494	-
leptidea_sinapisG00000006920	pde-5
leptidea_sinapisG00000011715	-
leptidea_sinapisG00000009844	mif_2
leptidea_sinapisG00000011132	cyp303a1
leptidea_sinapisG00000015299	klf7
leptidea_sinapisG00000007175	cpsg
leptidea_sinapisG00000010324	pdpr
leptidea_sinapisG00000009672	-
leptidea_sinapisG00000000950	slc35c2
leptidea_sinapisG00000012196	rcc2
leptidea_sinapisG00000006209	ssu72_2
leptidea_sinapisG00000003079	glut1
leptidea_sinapisG00000004624	-
leptidea_sinapisG00000003408	plxdc2
leptidea_sinapisG00000009993	spbc1773.06c
leptidea_sinapisG00000006729	ttk
leptidea_sinapisG00000001163	ptp61f
leptidea_sinapisG00000013804	arfgap1
leptidea_sinapisG00000004588	pex16
leptidea_sinapisG00000006214	qsox1
leptidea_sinapisG00000007848	flo1
leptidea_sinapisG00000014769	-
leptidea_sinapisG00000008408	-
leptidea_sinapisG00000015202	-
leptidea_sinapisG00000008824	-
leptidea_sinapisG00000006656	-
leptidea_sinapisG00000004643	-
leptidea_sinapisG00000012864	-
leptidea_sinapisG00000013857	-
leptidea_sinapisG00000009758	-
leptidea_sinapisG00000003413	-
leptidea_sinapisG00000004290	-
leptidea_sinapisG00000011589	-
leptidea_sinapisG00000004448	-
leptidea_sinapisG00000013324	-
leptidea_sinapisG00000005557	-
leptidea_sinapisG00000004669	-
leptidea_sinapisG00000011270	-
leptidea_sinapisG00000003782	-
leptidea_sinapisG00000007418	-
leptidea_sinapisG00000009300	-
leptidea_sinapisG00000004576	-
leptidea_sinapisG00000009732	-
leptidea_sinapisG00000010060	-
leptidea_sinapisG00000001485	-
leptidea_sinapisG00000001400	-
leptidea_sinapisG00000001622	-
leptidea_sinapisG00000004722	-
leptidea_sinapisG00000014782	-
leptidea_sinapisG00000012225	-
leptidea_sinapisG00000015200	-
leptidea_sinapisG00000015483	-
leptidea_sinapisG00000012181	-
leptidea_sinapisG00000000493	-
leptidea_sinapisG00000008190	-
leptidea_sinapisG00000001394	-
leptidea_sinapisG00000001221	-
leptidea_sinapisG00000009831	-
leptidea_sinapisG00000006580	-
leptidea_sinapisG00000009153	-
leptidea_sinapisG00000007341	-
leptidea_sinapisG00000007250	-
leptidea_sinapisG00000004222	-
leptidea_sinapisG00000000678	-
leptidea_sinapisG00000009579	-
leptidea_sinapisG00000008029	-
leptidea_sinapisG00000001750	-
leptidea_sinapisG00000001750	-
leptidea_sinapisG00000011213	-
leptidea_sinapisG00000013992	-
leptidea_sinapisG00000000286	-
leptidea_sinapisG00000004424	-
leptidea_sinapisG00000001057	-
leptidea_sinapisG00000008763	-
leptidea_sinapisG00000011644	-
leptidea_sinapisG00000007603	-
leptidea_sinapisG00000005247	-
leptidea_sinapisG00000008353	-
leptidea_sinapisG00000001929	-
leptidea_sinapisG00000007233	-
leptidea_sinapisG00000015574	-
leptidea_sinapisG00000006519	-
leptidea_sinapisG00000009234	-
leptidea_sinapisG00000006389	-
leptidea_sinapisG00000001455	-
leptidea_sinapisG00000009973	-
leptidea_sinapisG00000011412	-
leptidea_sinapisG00000012441	-
leptidea_sinapisG00000003385	-
leptidea_sinapisG00000011815	-
leptidea_sinapisG00000007171	-
leptidea_sinapisG00000008074	-
leptidea_sinapisG00000003423	-
leptidea_sinapisG00000002900	-
leptidea_sinapisG00000005881	-
leptidea_sinapisG00000006974	-
leptidea_sinapisG00000000695	spac3h8.02
leptidea_sinapisG00000009784	-
leptidea_sinapisG00000012435	rdga_3
leptidea_sinapisG00000001735	rdga
leptidea_sinapisG00000008555	rdga_2
leptidea_sinapisG00000007378	egh
leptidea_sinapisG00000014424	dennd5b
leptidea_sinapisG00000009036	-
leptidea_sinapisG00000014049	capr
leptidea_sinapisG00000010078	mtssb
leptidea_sinapisG00000005686	aop
leptidea_sinapisG00000003884	tubgcp2
leptidea_sinapisG00000009339	pain
leptidea_sinapisG00000001883	-
leptidea_sinapisG00000012204	dnm1l
leptidea_sinapisG00000010285	tiprl
leptidea_sinapisG00000007173	-
leptidea_sinapisG00000003830	anon-3b1.2_4
leptidea_sinapisG00000003427	twk-7
leptidea_sinapisG00000007333	-
leptidea_sinapisG00000001653	cyp4g15
leptidea_sinapisG00000002968	ovo
leptidea_sinapisG00000009665	-
leptidea_sinapisG00000006509	cg9940
leptidea_sinapisG00000012732	nnad
leptidea_sinapisG00000005571	exd1gg16118
leptidea_sinapisG00000003084	vps36
leptidea_sinapisG00000008148	hars
leptidea_sinapisG00000003236	-
leptidea_sinapisG00000002438	lmo1
leptidea_sinapisG00000005188	-
leptidea_sinapisG00000004620	-
leptidea_sinapisG00000005012	nup50
leptidea_sinapisG00000010378	lin9
leptidea_sinapisG00000013602	-
leptidea_sinapisG00000005628	-
leptidea_sinapisG00000008485	-
leptidea_sinapisG00000002389	-
leptidea_sinapisG00000013918	cyb5r2
leptidea_sinapisG00000002252	-
leptidea_sinapisG00000007164	cg1139_3
leptidea_sinapisG00000000909	y
leptidea_sinapisG00000010701	ac_2
leptidea_sinapisG00000005968	l(1)sc
leptidea_sinapisG00000002202	ac
leptidea_sinapisG00000003239	tret1_11
leptidea_sinapisG00000012703	cyp4g15_2
leptidea_sinapisG00000005017	slc16a6
leptidea_sinapisG00000008652	slc16a14
leptidea_sinapisG00000013662	slc16a14slc16a13
leptidea_sinapisG00000012135	-
leptidea_sinapisG00000014187	-
leptidea_sinapisG00000009105	cg4679
leptidea_sinapisG00000003648	-
leptidea_sinapisG00000009611	stas
leptidea_sinapisG00000005421	wgn
leptidea_sinapisG00000002829	cyca
leptidea_sinapisG00000000135	edem2
leptidea_sinapisG00000003080	tssk1b
leptidea_sinapisG00000008814	ppfibp1
leptidea_sinapisG00000002760	ikzf1
leptidea_sinapisG00000007260	tmem184c
leptidea_sinapisG00000010138	cg12034
leptidea_sinapisG00000012448	pzf1znf891gtf3a
leptidea_sinapisG00000009315	zgc:101577
leptidea_sinapisG00000003456	tyms
leptidea_sinapisG00000003688	lrrc56
leptidea_sinapisG00000004790	ephx4
leptidea_sinapisG00000003431	fgfr1op2
leptidea_sinapisG00000002840	spase22-23
leptidea_sinapisG00000001724	-
leptidea_sinapisG00000008030	vdp_2
leptidea_sinapisG00000011263	zetatry_2
leptidea_sinapisG00000013521	aael007818aael013712
leptidea_sinapisG00000015520	tryp7tmprss9
leptidea_sinapisG00000011112	cd81
leptidea_sinapisG00000004389	cg4050_2
leptidea_sinapisG00000001821	cg4050
leptidea_sinapisG00000013233	dsp1
leptidea_sinapisG00000011128	aael000149
leptidea_sinapisG00000008439	exosc9
leptidea_sinapisG00000003335	zrc1
leptidea_sinapisG00000014068	immp1l
leptidea_sinapisG00000011828	gba
leptidea_sinapisG00000003895	sd
leptidea_sinapisG00000002417	-
leptidea_sinapisG00000014644	cg7990
leptidea_sinapisG00000011672	ttc17_2
leptidea_sinapisG00000010730	wupa
leptidea_sinapisG00000004455	odc1_2
leptidea_sinapisG00000002007	odc1
leptidea_sinapisG00000005195	fam192a
leptidea_sinapisG00000010120	cg7787
leptidea_sinapisG00000015055	ama-1
leptidea_sinapisG00000013168	tret1_46
leptidea_sinapisG00000014023	tret1_50
leptidea_sinapisG00000010893	tret1_32
leptidea_sinapisG00000010738	-
leptidea_sinapisG00000011769	tret1_37
leptidea_sinapisG00000009996	-
leptidea_sinapisG00000010232	-
leptidea_sinapisG00000004728	agrnmcpi
leptidea_sinapisG00000003654	tret1_12
leptidea_sinapisG00000007804	ibd3
leptidea_sinapisG00000013540	tret1_49
leptidea_sinapisG00000007366	tret1_25
leptidea_sinapisG00000004490	oct-1
leptidea_sinapisG00000000941	-
leptidea_sinapisG00000012666	tret1-2_6
leptidea_sinapisG00000002790	slc27a1
leptidea_sinapisG00000012935	tret1_44
leptidea_sinapisG00000003368	dtnbdtna
leptidea_sinapisG00000006440	-
leptidea_sinapisG00000015245	tret1_52
leptidea_sinapisG00000003835	-
leptidea_sinapisG00000005966	jmjd7
leptidea_sinapisG00000011516	cg11985
leptidea_sinapisG00000012637	exosc6
leptidea_sinapisG00000009931	tmem165
leptidea_sinapisG00000000146	-
leptidea_sinapisG00000002786	rreb1
leptidea_sinapisG00000008665	-
leptidea_sinapisG00000000225	lsm5
leptidea_sinapisG00000012824	lolal_3
leptidea_sinapisG00000009632	-
leptidea_sinapisG00000001562	gale
leptidea_sinapisG00000014416	rps7
leptidea_sinapisG00000008879	pex13
leptidea_sinapisG00000004418	ptk2
leptidea_sinapisG00000003947	tceb1
leptidea_sinapisG00000010476	plag1
leptidea_sinapisG00000013763	usp20
leptidea_sinapisG00000011910	cj032
leptidea_sinapisG00000013942	rbm7
leptidea_sinapisG00000001231	nsun2
leptidea_sinapisG00000000638	cep104
leptidea_sinapisG00000014099	cep89
leptidea_sinapisG00000010165	-
leptidea_sinapisG00000014907	plecmacf1dst
leptidea_sinapisG00000014088	-
leptidea_sinapisG00000006032	wls
leptidea_sinapisG00000010515	cg9588
leptidea_sinapisG00000007778	dusp23
leptidea_sinapisG00000014150	dusp23_2
leptidea_sinapisG00000011685	pard6g
leptidea_sinapisG00000013043	chchd7
leptidea_sinapisG00000007177	ept1_2
leptidea_sinapisG00000013004	f26e4.3
leptidea_sinapisG00000009975	-
leptidea_sinapisG00000011641	casc3
leptidea_sinapisG00000006954	-
leptidea_sinapisG00000012001	tret1_41
leptidea_sinapisG00000010046	hcrtr1
leptidea_sinapisG00000000619	-
leptidea_sinapisG00000007365	hxt4
leptidea_sinapisG00000003142	tret1-2_3
leptidea_sinapisG00000005449	tret1_19
leptidea_sinapisG00000007674	-
leptidea_sinapisG00000001330	znf658
leptidea_sinapisG00000012643	znf271
leptidea_sinapisG00000005974	tret1_20
leptidea_sinapisG00000004396	gpaa1
leptidea_sinapisG00000007516	-
leptidea_sinapisG00000005035	sp34_2
leptidea_sinapisG00000005326	-
leptidea_sinapisG00000001131	-
leptidea_sinapisG00000006637	mylipa
leptidea_sinapisG00000003070	-
leptidea_sinapisG00000008506	-
leptidea_sinapisG00000007184	ald_2
leptidea_sinapisG00000001700	ald
leptidea_sinapisG00000001238	-
leptidea_sinapisG00000010321	-
leptidea_sinapisG00000015073	-
leptidea_sinapisG00000004892	blmh
leptidea_sinapisG00000010631	-
leptidea_sinapisG00000009066	eif3-s10
leptidea_sinapisG00000007688	-
leptidea_sinapisG00000001449	f58a4.6
leptidea_sinapisG00000012716	-
leptidea_sinapisG00000007868	psidin
leptidea_sinapisG00000009922	tbc1d10b
leptidea_sinapisG00000003029	mrpl18
leptidea_sinapisG00000011604	ppm1d
leptidea_sinapisG00000013496	specc1l
leptidea_sinapisG00000003888	-
leptidea_sinapisG00000007321	miox_2
leptidea_sinapisG00000002157	miox
leptidea_sinapisG00000002556	-
leptidea_sinapisG00000004304	su(w[a])
leptidea_sinapisG00000010598	eif4enif1
leptidea_sinapisG00000008586	-
leptidea_sinapisG00000006181	gld_13
leptidea_sinapisG00000008244	gld_18
leptidea_sinapisG00000004351	gld_9
leptidea_sinapisG00000004368	farx
leptidea_sinapisG00000010610	abhd11_4
leptidea_sinapisG00000005915	estj_2
leptidea_sinapisG00000003952	pnba
leptidea_sinapisG00000001862	pgrp-lb
leptidea_sinapisG00000011236	-
leptidea_sinapisG00000007883	pgrp-lb_3
leptidea_sinapisG00000008867	-
leptidea_sinapisG00000004470	cogsklk5
leptidea_sinapisG00000000907	shcbp1-b
leptidea_sinapisG00000011631	shcbp1l
leptidea_sinapisG00000015273	-
leptidea_sinapisG00000003437	cyp4v2_2
leptidea_sinapisG00000010498	cogs_8
leptidea_sinapisG00000002980	cogs_2
leptidea_sinapisG00000006045	mtfp1
leptidea_sinapisG00000002496	slc26a5
leptidea_sinapisG00000011436	lrrc47
leptidea_sinapisG00000000768	okr
leptidea_sinapisG00000003748	mxan
leptidea_sinapisG00000006832	alg6
leptidea_sinapisG00000010596	tpcn1
leptidea_sinapisG00000008201	rpl6
leptidea_sinapisG00000003882	-
leptidea_sinapisG00000012680	tbc1d22b
leptidea_sinapisG00000004005	-
leptidea_sinapisG00000004623	-
leptidea_sinapisG00000005993	trafd1
leptidea_sinapisG00000001902	arpc4
leptidea_sinapisG00000015446	rab35
leptidea_sinapisG00000000130	uqcr10
leptidea_sinapisG00000011782	lztr1
leptidea_sinapisG00000013392	ranbp1
leptidea_sinapisG00000000796	wbl
leptidea_sinapisG00000009687	-
leptidea_sinapisG00000010733	-
leptidea_sinapisG00000002527	rps20
leptidea_sinapisG00000001912	-
leptidea_sinapisG00000015327	rimbp2
leptidea_sinapisG00000000537	-
leptidea_sinapisG00000006535	pa2
leptidea_sinapisG00000007691	chn1chn2
leptidea_sinapisG00000004537	ogg1
leptidea_sinapisG00000013431	hspbp1
leptidea_sinapisG00000012246	-
leptidea_sinapisG00000008705	-
leptidea_sinapisG00000001745	thap3
leptidea_sinapisG00000009553	psmc2
leptidea_sinapisG00000014128	-
leptidea_sinapisG00000007510	tbc1d31
leptidea_sinapisG00000011243	ppp1r7
leptidea_sinapisG00000011825	fah
leptidea_sinapisG00000002975	cg10341
leptidea_sinapisG00000009652	-
leptidea_sinapisG00000011544	bab2_2
leptidea_sinapisG00000006368	mips
leptidea_sinapisG00000001500	-
leptidea_sinapisG00000001002	apkc
leptidea_sinapisG00000004045	-
leptidea_sinapisG00000004599	cpb
leptidea_sinapisG00000009101	daxx
leptidea_sinapisG00000009623	eif-5a
leptidea_sinapisG00000007274	chtf18
leptidea_sinapisG00000012659	cdk5r1
leptidea_sinapisG00000002006	nrf-6_6
leptidea_sinapisG00000011167	-
leptidea_sinapisG00000002308	-
leptidea_sinapisG00000008346	-
leptidea_sinapisG00000011219	pgpep1
leptidea_sinapisG00000012320	dnajc2
leptidea_sinapisG00000001894	-
leptidea_sinapisG00000009266	eps15l1_2
leptidea_sinapisG00000003619	-
leptidea_sinapisG00000010612	-
leptidea_sinapisG00000005447	nrf-6_10
leptidea_sinapisG00000001307	nrf-6_3
leptidea_sinapisG00000001077	-
leptidea_sinapisG00000008083	-
leptidea_sinapisG00000011049	-
leptidea_sinapisG00000012390	rps9
leptidea_sinapisG00000008848	cg5645kri1
leptidea_sinapisG00000005625	cpsf73
leptidea_sinapisG00000010726	dhcr24_2
leptidea_sinapisG00000005081	-
leptidea_sinapisG00000001348	gtf2h4
leptidea_sinapisG00000007299	spi
leptidea_sinapisG00000007732	esn
leptidea_sinapisG00000014655	pk_2
leptidea_sinapisG00000011015	pk
leptidea_sinapisG00000004010	obp2
leptidea_sinapisG00000002331	slc22a21
leptidea_sinapisG00000012658	-
leptidea_sinapisG00000009992	taz
leptidea_sinapisG00000006882	edc3
leptidea_sinapisG00000013066	-
leptidea_sinapisG00000014726	b0495.7
leptidea_sinapisG00000001354	pho2
leptidea_sinapisG00000014162	leng8
leptidea_sinapisG00000010137	cp52a
leptidea_sinapisG00000006461	op2
leptidea_sinapisG00000000675	dpep1
leptidea_sinapisG00000008448	-
leptidea_sinapisG00000000300	at1b
leptidea_sinapisG00000005344	eci3
leptidea_sinapisG00000003476	slc25a17
leptidea_sinapisG00000012826	-
leptidea_sinapisG00000006234	nup160
leptidea_sinapisG00000011091	fbxl16
leptidea_sinapisG00000003470	npepps_2
leptidea_sinapisG00000005906	tmx3
leptidea_sinapisG00000002128	ddx20
leptidea_sinapisG00000005772	snrk
leptidea_sinapisG00000012061	ube2v2
leptidea_sinapisG00000003556	usp36
leptidea_sinapisG00000001061	rnf8
leptidea_sinapisG00000006482	shab
leptidea_sinapisG00000014611	naa60
leptidea_sinapisG00000008626	dbr1-a
leptidea_sinapisG00000006237	aptx
leptidea_sinapisG00000005997	-
leptidea_sinapisG00000008580	slc39a11
leptidea_sinapisG00000008596	slc39a11_2
leptidea_sinapisG00000008932	pop1
leptidea_sinapisG00000010245	zc3h18
leptidea_sinapisG00000000220	pcyt2
leptidea_sinapisG00000013353	mkl1
leptidea_sinapisG00000004563	-
leptidea_sinapisG00000009814	-
leptidea_sinapisG00000000591	pip
leptidea_sinapisG00000008643	gbs-76a
leptidea_sinapisG00000001626	srpk1
leptidea_sinapisG00000000848	cdt1
leptidea_sinapisG00000006987	se
leptidea_sinapisG00000002537	zgc:66014
leptidea_sinapisG00000003583	cep135
leptidea_sinapisG00000005432	tmem170a
leptidea_sinapisG00000005224	gnl2
leptidea_sinapisG00000003637	cfdp1
leptidea_sinapisG00000011420	bcar1
leptidea_sinapisG00000004440	-
leptidea_sinapisG00000013045	smim13naa10
leptidea_sinapisG00000013683	-
leptidea_sinapisG00000015538	-
leptidea_sinapisG00000009196	btbd3
leptidea_sinapisG00000009967	atxn1
leptidea_sinapisG00000005216	-
leptidea_sinapisG00000013159	aael001501
leptidea_sinapisG00000008438	tmem184b
leptidea_sinapisG00000009337	cdc27
leptidea_sinapisG00000009629	-
leptidea_sinapisG00000008435	ncoa5
leptidea_sinapisG00000001820	mpv17l2
leptidea_sinapisG00000006946	-
leptidea_sinapisG00000010485	slc9a3
leptidea_sinapisG00000007608	ppp1r16b
leptidea_sinapisG00000000378	eip71cd
leptidea_sinapisG00000002943	-
leptidea_sinapisG00000002683	-
leptidea_sinapisG00000003270	ppt1
leptidea_sinapisG00000005528	-
leptidea_sinapisG00000012446	hexc_2
leptidea_sinapisG00000011962	fam195a
leptidea_sinapisG00000014536	-
leptidea_sinapisG00000014243	mpv17l_2
leptidea_sinapisG00000007755	-
leptidea_sinapisG00000013905	-
leptidea_sinapisG00000010177	fbf1
leptidea_sinapisG00000011310	ubfd1
leptidea_sinapisG00000012718	su(z)12
leptidea_sinapisG00000002613	mettl22
leptidea_sinapisG00000003839	pdi
leptidea_sinapisG00000001340	tom1l2
leptidea_sinapisG00000003443	drc3
leptidea_sinapisG00000010525	eci1
leptidea_sinapisG00000012476	eci1_2
leptidea_sinapisG00000013503	cnep1r1
leptidea_sinapisG00000003048	fam49b
leptidea_sinapisG00000004871	tigd1
leptidea_sinapisG00000005271	fam135a
leptidea_sinapisG00000002986	bcan
leptidea_sinapisG00000009366	-
leptidea_sinapisG00000010827	rprd1b
leptidea_sinapisG00000003743	slc6a13slc6a3
leptidea_sinapisG00000014969	usp10-a
leptidea_sinapisG00000010808	-
leptidea_sinapisG00000011709	x-element\orf2_8
leptidea_sinapisG00000003467	rtase_2
leptidea_sinapisG00000002117	tbx20
leptidea_sinapisG00000013640	-
leptidea_sinapisG00000001137	slc7a6
leptidea_sinapisG00000006412	mkx
leptidea_sinapisG00000010734	-
leptidea_sinapisG00000003451	mrpl10
leptidea_sinapisG00000006397	-
leptidea_sinapisG00000010026	aamp
leptidea_sinapisG00000007994	slc7a8
leptidea_sinapisG00000005402	slc39a14
leptidea_sinapisG00000011335	-
leptidea_sinapisG00000013746	emc4
leptidea_sinapisG00000007130	tat
leptidea_sinapisG00000007903	ndufaf6
leptidea_sinapisG00000000628	paf-ahalpha
leptidea_sinapisG00000001948	otud6b
leptidea_sinapisG00000011311	kars
leptidea_sinapisG00000009212	mo25
leptidea_sinapisG00000002995	ambra1
leptidea_sinapisG00000014452	pol_13
leptidea_sinapisG00000014484	-
leptidea_sinapisG00000007021	prof
leptidea_sinapisG00000000978	eif-4a
leptidea_sinapisG00000006665	-
leptidea_sinapisG00000009050	ascc1
leptidea_sinapisG00000002203	schip1
leptidea_sinapisG00000010876	-
leptidea_sinapisG00000006047	sens
leptidea_sinapisG00000001042	-
leptidea_sinapisG00000000413	cbr3
leptidea_sinapisG00000000585	ngdn
leptidea_sinapisG00000004228	-
leptidea_sinapisG00000013502	cables1
leptidea_sinapisG00000007798	mib1
leptidea_sinapisG00000014463	mib1_2
leptidea_sinapisG00000005256	dhx16
leptidea_sinapisG00000006216	sirup
leptidea_sinapisG00000000441	va0d
leptidea_sinapisG00000013048	l(2)35bc
leptidea_sinapisG00000009111	cg1968
leptidea_sinapisG00000011510	mrpl15
leptidea_sinapisG00000004421	ahcy13
leptidea_sinapisG00000000153	fs(2)ket
leptidea_sinapisG00000000996	rps18
leptidea_sinapisG00000009654	hke-4.2
leptidea_sinapisG00000006737	mfsd1
leptidea_sinapisG00000003168	cart_2
leptidea_sinapisG00000010007	jph3
leptidea_sinapisG00000014800	zdhhc24
leptidea_sinapisG00000009096	-
leptidea_sinapisG00000013781	hadha
leptidea_sinapisG00000010380	ddc_2
leptidea_sinapisG00000012146	btbd6
leptidea_sinapisG00000015007	-
leptidea_sinapisG00000006697	-
leptidea_sinapisG00000014102	vps52
leptidea_sinapisG00000015136	hr38
leptidea_sinapisG00000014397	-
leptidea_sinapisG00000010349	prkag2
leptidea_sinapisG00000005523	cops8
leptidea_sinapisG00000010081	chs1
leptidea_sinapisG00000013035	chs8
leptidea_sinapisG00000002528	cg4751
leptidea_sinapisG00000002957	rab25
leptidea_sinapisG00000014996	cg12264
leptidea_sinapisG00000002641	nelf-e
leptidea_sinapisG00000010181	-
leptidea_sinapisG00000012367	ddc_3
leptidea_sinapisG00000005656	ddc
leptidea_sinapisG00000000894	lhx4
leptidea_sinapisG00000013599	phlpp
leptidea_sinapisG00000008294	crvp
leptidea_sinapisG00000012727	dox-a2
leptidea_sinapisG00000004786	zcchc2
leptidea_sinapisG00000001663	cadn_2
leptidea_sinapisG00000000498	cadn
leptidea_sinapisG00000010037	cadn_3
leptidea_sinapisG00000012357	br_4
leptidea_sinapisG00000011801	rabggta
leptidea_sinapisG00000015512	aael005527
leptidea_sinapisG00000011071	psmd6
leptidea_sinapisG00000015226	salm
leptidea_sinapisG00000011958	bap18_2
leptidea_sinapisG00000002071	bcdin3d
leptidea_sinapisG00000014794	nufip1
leptidea_sinapisG00000000783	nlgn4y
leptidea_sinapisG00000006493	nlg-1
leptidea_sinapisG00000006424	-
leptidea_sinapisG00000015293	prdx2jafrac1
leptidea_sinapisG00000009322	nanos2
leptidea_sinapisG00000009049	fam43a
leptidea_sinapisG00000000072	-
leptidea_sinapisG00000010753	rpl35a
leptidea_sinapisG00000003813	dnajc3
leptidea_sinapisG00000003096	-
leptidea_sinapisG00000012629	-
leptidea_sinapisG00000009806	-
leptidea_sinapisG00000010740	sat2
leptidea_sinapisG00000012622	pnr_2
leptidea_sinapisG00000008726	gata-b
leptidea_sinapisG00000001032	spr
leptidea_sinapisG00000015418	src42a_2
leptidea_sinapisG00000002590	src42a
leptidea_sinapisG00000009828	si:dkey-97o5.1
leptidea_sinapisG00000007264	mdn1
leptidea_sinapisG00000005505	plekhf2
leptidea_sinapisG00000013025	cg40127_2
leptidea_sinapisG00000015558	-
leptidea_sinapisG00000006500	sema-1a
leptidea_sinapisG00000011444	-
leptidea_sinapisG00000005892	zscan22
leptidea_sinapisG00000000110	r-l
leptidea_sinapisG00000012431	wdr81
leptidea_sinapisG00000011086	ttc26
leptidea_sinapisG00000007271	-
leptidea_sinapisG00000000139	-
leptidea_sinapisG00000013433	-
leptidea_sinapisG00000000151	l(2)glllgl1
leptidea_sinapisG00000010822	-
leptidea_sinapisG00000003104	-
leptidea_sinapisG00000001331	thsd7a
leptidea_sinapisG00000007506	nd-75
leptidea_sinapisG00000012469	stc
leptidea_sinapisG00000004765	sun1
leptidea_sinapisG00000007540	-
leptidea_sinapisG00000014601	fanci
leptidea_sinapisG00000009937	-
leptidea_sinapisG00000006759	socs2
leptidea_sinapisG00000014630	-
leptidea_sinapisG00000012323	fam234a
leptidea_sinapisG00000007635	-
leptidea_sinapisG00000008473	-
leptidea_sinapisG00000000560	-
leptidea_sinapisG00000011818	unc-4
leptidea_sinapisG00000008092	ush1g
leptidea_sinapisG00000009155	-
leptidea_sinapisG00000007728	-
leptidea_sinapisG00000010119	nudcd3
leptidea_sinapisG00000000097	tbc1d16
leptidea_sinapisG00000014271	ube2o
leptidea_sinapisG00000009071	cg5262
leptidea_sinapisG00000005617	gw
leptidea_sinapisG00000003800	cygb1
leptidea_sinapisG00000014994	cygb
leptidea_sinapisG00000010350	nero
leptidea_sinapisG00000003746	gld_8
leptidea_sinapisG00000004640	gld_11
leptidea_sinapisG00000013628	gld_22
leptidea_sinapisG00000012889	eva1c
leptidea_sinapisG00000015298	eva1c_2
leptidea_sinapisG00000003235	tret1_10
leptidea_sinapisG00000000949	eif3-s7
leptidea_sinapisG00000006865	tret1_21
leptidea_sinapisG00000006046	gemin6
leptidea_sinapisG00000004354	polx
leptidea_sinapisG00000012083	blos2
leptidea_sinapisG00000006554	sinat5
leptidea_sinapisG00000012558	-
leptidea_sinapisG00000009184	znf598
leptidea_sinapisG00000015214	srp68
leptidea_sinapisG00000008656	rpl29
leptidea_sinapisG00000014344	asp
leptidea_sinapisG00000011999	clcn7
leptidea_sinapisG00000004630	-
leptidea_sinapisG00000008516	-
leptidea_sinapisG00000011197	gata5
leptidea_sinapisG00000001501	wdr3
leptidea_sinapisG00000010585	prs2prpsap2
leptidea_sinapisG00000008279	aats-tyr-m
leptidea_sinapisG00000001273	arhgap17
leptidea_sinapisG00000014372	mfsd11
leptidea_sinapisG00000005257	cg7506
leptidea_sinapisG00000015529	metrnl
leptidea_sinapisG00000015476	-
leptidea_sinapisG00000000985	-
leptidea_sinapisG00000013044	-
leptidea_sinapisG00000000366	ire-1
leptidea_sinapisG00000005800	ankrd27
leptidea_sinapisG00000005977	-
leptidea_sinapisG00000002982	-
leptidea_sinapisG00000013031	-
leptidea_sinapisG00000000507	hmt-2
leptidea_sinapisG00000012686	-
leptidea_sinapisG00000005790	arhgef7
leptidea_sinapisG00000012719	arhgef6
leptidea_sinapisG00000003271	mm
leptidea_sinapisG00000004299	ankrd39
leptidea_sinapisG00000015167	-
leptidea_sinapisG00000015242	tacr2
leptidea_sinapisG00000011518	-
leptidea_sinapisG00000003697	picot_5
leptidea_sinapisG00000001991	picot_2
leptidea_sinapisG00000005062	slc17a8
leptidea_sinapisG00000001888	picot
leptidea_sinapisG00000010284	picot_10
leptidea_sinapisG00000007532	rps5
leptidea_sinapisG00000001306	grm4
leptidea_sinapisG00000003625	mglur_2
leptidea_sinapisG00000014695	-
leptidea_sinapisG00000010131	ccdc74bccdc74a
leptidea_sinapisG00000000684	-
leptidea_sinapisG00000002881	tgfb1i1
leptidea_sinapisG00000005485	-
leptidea_sinapisG00000007695	slc7a2
leptidea_sinapisG00000003558	lip1_6
leptidea_sinapisG00000007559	cubn_2
leptidea_sinapisG00000005659	dhcr24
leptidea_sinapisG00000012363	efemp1
leptidea_sinapisG00000006229	cdc14a_2
leptidea_sinapisG00000002909	proc1
leptidea_sinapisG00000012609	ank2
leptidea_sinapisG00000007000	-
leptidea_sinapisG00000015103	ank3_3
